brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,length,number_of_pistons
IVECO,DAILY IV Van,05/06,03/12,"35C14 GV, 35C14 GV/P, 35S14 GV, 35S14 GV/P",07/07,08/11,100,136,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"35C14 GV, 35C14 GV/P, 35S14 GV, 35S14 GV/P",07/07,08/11,100,136,LCV calipers,,F BR 022B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35C14 GV, 35C14 GV/P, 35S14 GV, 35S14 GV/P",07/07,08/11,100,136,LCV calipers,,F BR 023B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35C14 GV, 35C14 GV/P, 35S14 GV, 35S14 GV/P",07/07,08/11,100,136,LCV calipers,,F BR 028B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35C14 GV, 35C14 GV/P, 35S14 GV, 35S14 GV/P",07/07,08/11,100,136,LCV calipers,,F BR 029B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake discs,Prime,09.9758.10,300mm,28mm,75mm,,6,Ventilated,78mm,25mm,,2,,,,,,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake discs,Prime,08.9759.20,296mm,16mm,70mm,,6,Solid,76mm,13mm,,2,,,,,,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake pads,Prime,P A6 026,,21mm,67mm,163mm,,,,,,,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake pads,Prime,P A6 023,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake pads,Prime Ceramic,PA6023N,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Brake pads,Prime,P A6 027,,21mm,73mm,141mm,,,,,,,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Disc and Pad Kit,Beyond Greenance Kit,KT 10 021,300mm,21mm,67mm,163mm,6,Solid,78mm,25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,300mm,28mm,09.9758.1G,P A6 026G,,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,Disc and Pad Kit,Beyond Greenance Kit,KT 10 023,296mm,20mm,64mm,110mm,6,Solid,76mm,13mm,,4,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,296mm,16mm,08.9759.2G,P A6 023G,,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,100,136,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,100,136,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 020B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 022B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 023B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 028B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"35S14 C, 35S14 C/P, 35S14 V, 35S14 V/P, 35C14 V,...",05/06,08/11,100,136,LCV calipers,,F BR 029B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,Brake discs,Prime,08.5952.10,289mm,22mm,85mm,,8,Solid,84mm,19mm,,1,,,,,,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,Brake pads,Prime,P A6 026,,21mm,67mm,163mm,,,,,,,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,Brake pads,Prime,P A6 017,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,Brake pads,Prime Ceramic,PA6017N,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,Disc and Pad Kit,Beyond Greenance Kit,KT 10 022,290mm,21mm,67mm,163mm,9,Solid,"123,1mm",25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,290mm,28mm,09.9760.1G,P A6 026G,,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,07/07,08/11,125,170,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,07/07,08/11,125,170,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,LCV calipers,,F BR 020B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,LCV calipers,,F BR 032B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"45C17 V, 45C17 V/P",07/07,08/11,125,170,LCV calipers,,F BR 033B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,Brake discs,Prime,08.5952.10,289mm,22mm,85mm,,8,Solid,84mm,19mm,,1,,,,,,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,Brake pads,Prime,P A6 026,,21mm,67mm,163mm,,,,,,,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,Brake pads,Prime,P A6 017,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,Brake pads,Prime Ceramic,PA6017N,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,Disc and Pad Kit,Beyond Greenance Kit,KT 10 022,290mm,21mm,67mm,163mm,9,Solid,"123,1mm",25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,290mm,28mm,09.9760.1G,P A6 026G,,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,130,176,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,130,176,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,LCV calipers,,F BR 020B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,LCV calipers,,F BR 032B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,"50C18 V, 50C18 V/P",05/06,08/11,130,176,LCV calipers,,F BR 033B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,Brake discs,Prime,09.9763.10,306mm,28mm,132mm,,6,Ventilated,178mm,25mm,,1,,,,,,,,
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,Brake pads,Prime,P A6 027,,21mm,73mm,141mm,,,,,,,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,130,176,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY IV Van,05/06,03/12,Wear indicator,05/06,08/11,130,176,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,LCV calipers,,F BR 034B,,,,,,,,,,,BREMBO,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,LCV calipers,,F BR 035B,,,,,,,,,,,BREMBO,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,LCV calipers,,F BR 036B,,,,,,,,,,,BREMBO,,,,,,,2
IVECO,DAILY IV Van,05/06,03/12,65C18,05/06,08/11,130,176,LCV calipers,,F BR 037B,,,,,,,,,,,BREMBO,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake discs,Prime,09.9758.10,300mm,28mm,75mm,,6,Ventilated,78mm,25mm,,2,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake discs,Prime,08.5952.10,289mm,22mm,85mm,,8,Solid,84mm,19mm,,1,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake discs,Prime,08.9759.20,296mm,16mm,70mm,,6,Solid,76mm,13mm,,2,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake discs,Prime,09.9763.10,306mm,28mm,132mm,,6,Ventilated,178mm,25mm,,1,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime,P A6 026,,21mm,67mm,163mm,,,,,,,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime,P A6 017,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime Ceramic,PA6017N,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime,P A6 023,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime Ceramic,PA6023N,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Brake pads,Prime,P A6 027,,21mm,73mm,141mm,,,,,,,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Disc and Pad Kit,Beyond Greenance Kit,KT 10 021,300mm,21mm,67mm,163mm,6,Solid,78mm,25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,300mm,28mm,09.9758.1G,P A6 026G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Disc and Pad Kit,Beyond Greenance Kit,KT 10 022,290mm,21mm,67mm,163mm,9,Solid,"123,1mm",25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,290mm,28mm,09.9760.1G,P A6 026G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Disc and Pad Kit,Beyond Greenance Kit,KT 10 023,296mm,20mm,64mm,110mm,6,Solid,76mm,13mm,,4,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,296mm,16mm,08.9759.2G,P A6 023G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,Disc and Pad Kit,Beyond Greenance Kit,KT 10 024,294mm,21mm,73mm,141mm,8,Solid,128mm,21mm,,4,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,294mm,24mm,09.9761.6G,P A6 027G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,125,170,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,125,170,Brake pad accessories,Prime,A 00 409,,,,,,,,,,,,,,,,,,,,,300mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,125,170,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 020B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 022B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 023B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 028B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 029B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 032B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 033B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 034B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 035B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 036B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C17, 35S17, 40C17, 45C17, 50C17, 60C17, 65C17, 70C17",09/11,02/14,125,170,LCV calipers,,F BR 037B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake discs,Prime,09.9758.10,300mm,28mm,75mm,,6,Ventilated,78mm,25mm,,2,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake discs,Prime,08.5952.10,289mm,22mm,85mm,,8,Solid,84mm,19mm,,1,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake discs,Prime,08.9759.20,296mm,16mm,70mm,,6,Solid,76mm,13mm,,2,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake discs,Prime,09.9763.10,306mm,28mm,132mm,,6,Ventilated,178mm,25mm,,1,,,,,,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime,P A6 026,,21mm,67mm,163mm,,,,,,,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime,P A6 017,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime Ceramic,PA6017N,,20mm,66mm,165mm,,,,,,,Brembo,Prepared for wear indicator,29121,D1487 8835,With anti-squeal shim,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime,P A6 023,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime Ceramic,PA6023N,,20mm,64mm,110mm,,,,,,,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Brake pads,Prime,P A6 027,,21mm,73mm,141mm,,,,,,,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Disc and Pad Kit,Beyond Greenance Kit,KT 10 021,300mm,21mm,67mm,163mm,6,Solid,78mm,25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,300mm,28mm,09.9758.1G,P A6 026G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Disc and Pad Kit,Beyond Greenance Kit,KT 10 022,290mm,21mm,67mm,163mm,9,Solid,"123,1mm",25mm,,4,Brembo,Prepared for wear indicator,29229,D1581 8793,With accessoriesWith anti-squeal shimWith brake caliper bolts,,290mm,28mm,09.9760.1G,P A6 026G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Disc and Pad Kit,Beyond Greenance Kit,KT 10 023,296mm,20mm,64mm,110mm,6,Solid,76mm,13mm,,4,Brembo,Prepared for wear indicator,29123,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,296mm,16mm,08.9759.2G,P A6 023G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,Disc and Pad Kit,Beyond Greenance Kit,KT 10 024,294mm,21mm,73mm,141mm,8,Solid,128mm,21mm,,4,Brembo,Prepared for wear indicator,29232,D2347 9579,With accessoriesWith anti-squeal shimWith brake caliper bolts,,294mm,24mm,09.9761.6G,P A6 027G,,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,150,205,Brake pad accessories,Prime,A 00 408,,,,,,,,,,,,,,,,,,,,,130mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,150,205,Brake pad accessories,Prime,A 00 409,,,,,,,,,,,,,,,,,,,,,300mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,Wear indicator,09/11,02/14,150,205,Brake pad accessories,Prime,A 00 410,,,,,,,,,,,,,,,,,,,,,250mm,
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 020B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 021B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 022B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 023B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 028B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 029B,,,,,,,,,,,BREMBO,,,,,,,,,,,1
IVECO,DAILY V Platform/Chassis,09/11,02/14,"35C21, 35S21, 40C21, 45C21, 50C21, 60C21, 65C21, 70C21",09/11,02/14,150,205,LCV calipers,,F BR 032B,,,,,,,,,,,BREMBO,,,,,,,,,,,2
